7288d000-72890000 r--p 00000000 fd:00 1191                               /system/framework/arm/boot-voip-common.oat
72890000-72891000 r-xp 00003000 fd:00 1191                               /system/framework/arm/boot-voip-common.oat
72891000-72894000 rw-p 00000000 fd:00 1222                               /system/framework/boot-voip-common.vdex
72894000-72895000 r--p 00004000 fd:00 1191                               /system/framework/arm/boot-voip-common.oat
72895000-72896000 rw-p 00005000 fd:00 1191                               /system/framework/arm/boot-voip-common.oat
72896000-72898000 r--p 00000000 fd:00 1185                               /system/framework/arm/boot-ims-common.oat
72898000-7289a000 rw-p 00000000 fd:00 1220                               /system/framework/boot-ims-common.vdex
7289a000-7289b000 r--p 00002000 fd:00 1185                               /system/framework/arm/boot-ims-common.oat
7289b000-7289c000 rw-p 00003000 fd:00 1185                               /system/framework/arm/boot-ims-common.oat
7289c000-728c9000 r--p 00000000 fd:00 1173                               /system/framework/arm/boot-core-icu4j.oat
728c9000-72985000 r-xp 0002d000 fd:00 1173                               /system/framework/arm/boot-core-icu4j.oat
72985000-72986000 r--p 000e9000 fd:00 1173                               /system/framework/arm/boot-core-icu4j.oat
72986000-72987000 rw-p 00000000 00:00 0                                  [anon:.bss]
72987000-7298d000 rw-p 00000000 fd:00 1216                               /system/framework/boot-core-icu4j.vdex
7298d000-7298e000 r--p 000ea000 fd:00 1173                               /system/framework/arm/boot-core-icu4j.oat
7298e000-7298f000 rw-p 000eb000 fd:00 1173                               /system/framework/arm/boot-core-icu4j.oat
7298f000-7306d000 rw-p 00000000 00:00 0                                  [anon:dalvik-zygote space]
7306d000-7306e000 rw-p 00000000 00:00 0                                  [anon:dalvik-non moving space]
7306e000-76190000 ---p 00000000 00:00 0                                  [anon:dalvik-non moving space]
76190000-7698f000 rw-p 00000000 00:00 0                                  [anon:dalvik-non moving space]
ad8b6000-ad8b8000 r--p 00000000 fd:00 170                                /system/bin/app_process32
ad8b8000-ad8b9000 r-xp 00001000 fd:00 170                                /system/bin/app_process32
ad8b9000-ad8ba000 r--p 00001000 fd:00 170                                /system/bin/app_process32
bfae9000-c1ae9000 rw-s 00000000 00:01 66295                              /memfd:jit-cache (deleted)
c1ae9000-c3ae9000 r--s 00000000 00:01 66295                              /memfd:jit-cache (deleted)
c3ae9000-c5ae9000 r-xs 02000000 00:01 66295                              /memfd:jit-cache (deleted)
c5ae9000-c5f0a000 r--p 00000000 fd:04 101027                             /data/local/tmp/0453ae41-cbf6-4cec-a218-560889664a5c/889c0e5d-1ed2-4162-922b-ba807a9a4e41-32.so
c5f0a000-c5f0b000 ---p 00000000 00:00 0 
c5f0b000-c694c000 r-xp 00421000 fd:04 101027                             /data/local/tmp/0453ae41-cbf6-4cec-a218-560889664a5c/889c0e5d-1ed2-4162-922b-ba807a9a4e41-32.so
c694c000-c69a5000 r--p 00e61000 fd:04 101027                             /data/local/tmp/0453ae41-cbf6-4cec-a218-560889664a5c/889c0e5d-1ed2-4162-922b-ba807a9a4e41-32.so
c69a5000-c69b3000 rw-p 00eb9000 fd:04 101027                             /data/local/tmp/0453ae41-cbf6-4cec-a218-560889664a5c/889c0e5d-1ed2-4162-922b-ba807a9a4e41-32.so
c69b3000-c69f8000 rw-p 00000000 00:00 0                                  [anon:.bss]
c6a1f000-cec1f000 ---p 00000000 00:00 0                                  [anon:libwebview reservation]
cec1f000-cec20000 r--p 00000000 fd:00 1802                               /system/lib/libwebviewchromium_loader.so
cec20000-cec22000 r-xp 00000000 fd:00 1802                               /system/lib/libwebviewchromium_loader.so
cec22000-cec23000 r--p 00001000 fd:00 1802                               /system/lib/libwebviewchromium_loader.so
cec23000-cec24000 rw-p 00001000 fd:00 1802                               /system/lib/libwebviewchromium_loader.so
ceca6000-ceca9000 r--p 00000000 fd:00 1629                               /system/lib/libcompiler_rt.so
ceca9000-cecae000 r-xp 00002000 fd:00 1629                               /system/lib/libcompiler_rt.so
cecae000-cecaf000 r--p 00006000 fd:00 1629                               /system/lib/libcompiler_rt.so
cecc1000-cecc4000 r--p 00000000 fd:01 1009                               /vendor/lib/egl/eglSubDriverAndroid.so
cecc4000-cecc9000 r-xp 00002000 fd:01 1009                               /vendor/lib/egl/eglSubDriverAndroid.so
cecc9000-cecca000 r--p 00006000 fd:01 1009                               /vendor/lib/egl/eglSubDriverAndroid.so
cecca000-ceccb000 rw-p 00006000 fd:01 1009                               /vendor/lib/egl/eglSubDriverAndroid.so
ced18000-ced25000 r--p 00000000 fd:01 1011                               /vendor/lib/egl/libGLESv1_CM_adreno.so
ced25000-ced3b000 r-xp 0000c000 fd:01 1011                               /vendor/lib/egl/libGLESv1_CM_adreno.so
ced3b000-ced3c000 r--p 00021000 fd:01 1011                               /vendor/lib/egl/libGLESv1_CM_adreno.so
ced3c000-ced3d000 rw-p 00021000 fd:01 1011                               /vendor/lib/egl/libGLESv1_CM_adreno.so
ced42000-cee1d000 r--p 00000000 fd:01 1173                               /vendor/lib/libllvm-glnext.so
cee1d000-cf471000 r-xp 000da000 fd:01 1173                               /vendor/lib/libllvm-glnext.so
cf471000-cf497000 r--p 0072d000 fd:01 1173                               /vendor/lib/libllvm-glnext.so
cf497000-cf49e000 rw-p 00752000 fd:01 1173                               /vendor/lib/libllvm-glnext.so
cf49e000-cf4ba000 rw-p 00000000 00:00 0                                  [anon:.bss]
cf4c7000-cf530000 r--p 00000000 fd:01 1012                               /vendor/lib/egl/libGLESv2_adreno.so
cf530000-cf737000 r-xp 00068000 fd:01 1012                               /vendor/lib/egl/libGLESv2_adreno.so
cf737000-cf73e000 r--p 0026e000 fd:01 1012                               /vendor/lib/egl/libGLESv2_adreno.so
cf73e000-cf743000 rw-p 00274000 fd:01 1012                               /vendor/lib/egl/libGLESv2_adreno.so
cf743000-cf749000 rw-p 00000000 00:00 0                                  [anon:.bss]
cf79c000-cf7a2000 r--p 00000000 07:e0 152                                /apex/com.android.vndk.v31/lib/libz.so
cf7a2000-cf7ae000 r-xp 00005000 07:e0 152                                /apex/com.android.vndk.v31/lib/libz.so
cf7ae000-cf7af000 r--p 00010000 07:e0 152                                /apex/com.android.vndk.v31/lib/libz.so
cf7af000-cf7b0000 rw-p 00010000 07:e0 152                                /apex/com.android.vndk.v31/lib/libz.so
cf7c0000-cf870000 r--p 00000000 fd:01 1161                               /vendor/lib/libgsl.so
cf870000-cf91e000 r-xp 000af000 fd:01 1161                               /vendor/lib/libgsl.so
cf91e000-cf920000 r--p 0015c000 fd:01 1161                               /vendor/lib/libgsl.so
cf920000-cf921000 rw-p 0015d000 fd:01 1161                               /vendor/lib/libgsl.so
cf921000-cf922000 rw-p 00000000 00:00 0                                  [anon:.bss]
cf96b000-cf96f000 r--p 00000000 fd:01 1096                               /vendor/lib/libadreno_utils.so
cf96f000-cf978000 r-xp 00003000 fd:01 1096                               /vendor/lib/libadreno_utils.so
cf978000-cf979000 r--p 0000b000 fd:01 1096                               /vendor/lib/libadreno_utils.so
cf979000-cf97a000 rw-p 0000b000 fd:01 1096                               /vendor/lib/libadreno_utils.so
cf97a000-cf97c000 rw-p 00000000 00:00 0                                  [anon:.bss]
cf98c000-cf98f000 r--p 00000000 fd:01 1010                               /vendor/lib/egl/libEGL_adreno.so
cf98f000-cf992000 r-xp 00002000 fd:01 1010                               /vendor/lib/egl/libEGL_adreno.so
cf992000-cf994000 r--p 00004000 fd:01 1010                               /vendor/lib/egl/libEGL_adreno.so
cf994000-cf995000 rw-p 00005000 fd:01 1010                               /vendor/lib/egl/libEGL_adreno.so
cf9f2000-cf9f4000 r--p 00000000 fd:01 1160                               /vendor/lib/libgrallocutils.so
cf9f4000-cf9f8000 r-xp 00001000 fd:01 1160                               /vendor/lib/libgrallocutils.so
cf9f8000-cf9f9000 r--p 00004000 fd:01 1160                               /vendor/lib/libgrallocutils.so
cf9f9000-cf9fa000 rw-p 00004000 fd:01 1160                               /vendor/lib/libgrallocutils.so
cfa03000-cfa32000 r--p 00000000 07:e0 109                                /apex/com.android.vndk.v31/lib/libhidlbase.so
cfa32000-cfa73000 r-xp 0002e000 07:e0 109                                /apex/com.android.vndk.v31/lib/libhidlbase.so
cfa73000-cfa79000 r--p 0006e000 07:e0 109                                /apex/com.android.vndk.v31/lib/libhidlbase.so
cfa79000-cfa7a000 rw-p 00073000 07:e0 109                                /apex/com.android.vndk.v31/lib/libhidlbase.so
cfa85000-cfa99000 r--p 00000000 07:e0 129                                /apex/com.android.vndk.v31/lib/libprocessgroup.so
cfa99000-cfabe000 r-xp 00013000 07:e0 129                                /apex/com.android.vndk.v31/lib/libprocessgroup.so
cfabe000-cfabf000 r--p 00037000 07:e0 129                                /apex/com.android.vndk.v31/lib/libprocessgroup.so
cfabf000-cfac0000 rw-p 00037000 07:e0 129                                /apex/com.android.vndk.v31/lib/libprocessgroup.so
cfad8000-cfadb000 r--p 00000000 fd:01 1028                               /vendor/lib/hw/android.hardware.graphics.mapper@2.0-impl-qti-display.so
cfadb000-cfadd000 r-xp 00002000 fd:01 1028                               /vendor/lib/hw/android.hardware.graphics.mapper@2.0-impl-qti-display.so
cfadd000-cfade000 r--p 00003000 fd:01 1028                               /vendor/lib/hw/android.hardware.graphics.mapper@2.0-impl-qti-display.so
cfb23000-cfb2b000 r--p 00000000 07:e0 38                                 /apex/com.android.vndk.v31/lib/android.hardware.graphics.mapper@2.0.so
cfb2b000-cfb32000 r-xp 00007000 07:e0 38                                 /apex/com.android.vndk.v31/lib/android.hardware.graphics.mapper@2.0.so
cfb32000-cfb34000 r--p 0000d000 07:e0 38                                 /apex/com.android.vndk.v31/lib/android.hardware.graphics.mapper@2.0.so
cfb34000-cfb35000 rw-p 0000e000 07:e0 38                                 /apex/com.android.vndk.v31/lib/android.hardware.graphics.mapper@2.0.so
cfb6e000-cfb73000 r--p 00000000 07:e0 95                                 /apex/com.android.vndk.v31/lib/libcutils.so
cfb73000-cfb79000 r-xp 00004000 07:e0 95                                 /apex/com.android.vndk.v31/lib/libcutils.so
cfb79000-cfb7b000 r--p 00009000 07:e0 95                                 /apex/com.android.vndk.v31/lib/libcutils.so
cfb7b000-cfb7c000 rw-p 0000a000 07:e0 95                                 /apex/com.android.vndk.v31/lib/libcutils.so
cfb96000-cfb99000 r--p 00000000 fd:01 1159                               /vendor/lib/libgralloccore.so
cfb99000-cfb9d000 r-xp 00002000 fd:01 1159                               /vendor/lib/libgralloccore.so
cfb9d000-cfb9e000 r--p 00005000 fd:01 1159                               /vendor/lib/libgralloccore.so
cfb9e000-cfb9f000 rw-p 00005000 fd:01 1159                               /vendor/lib/libgralloccore.so
cfbf3000-cfbf4000 r--p 00000000 07:e0 106                                /apex/com.android.vndk.v31/lib/libhardware.so
cfbf4000-cfbf5000 r-xp 00000000 07:e0 106                                /apex/com.android.vndk.v31/lib/libhardware.so
cfbf5000-cfbf6000 r--p 00000000 07:e0 106                                /apex/com.android.vndk.v31/lib/libhardware.so
cfc06000-cfc07000 r--p 00000000 07:e0 35                                 /apex/com.android.vndk.v31/lib/android.hardware.graphics.common@1.0.so
cfc07000-cfc08000 r-xp 00000000 07:e0 35                                 /apex/com.android.vndk.v31/lib/android.hardware.graphics.common@1.0.so
cfc08000-cfc09000 r--p 00000000 07:e0 35                                 /apex/com.android.vndk.v31/lib/android.hardware.graphics.common@1.0.so
cfc48000-cfc4a000 r--p 00000000 fd:01 1204                               /vendor/lib/libqdMetaData.so
cfc4a000-cfc4c000 r-xp 00001000 fd:01 1204                               /vendor/lib/libqdMetaData.so
cfc4c000-cfc4d000 r--p 00002000 fd:01 1204                               /vendor/lib/libqdMetaData.so
cfc6b000-cfc9b000 rw-p 00000000 00:00 0 
cfc9b000-cfc9c000 r--p 00000000 07:e0 36                                 /apex/com.android.vndk.v31/lib/android.hardware.graphics.common@1.1.so
cfc9c000-cfc9d000 r-xp 00000000 07:e0 36                                 /apex/com.android.vndk.v31/lib/android.hardware.graphics.common@1.1.so
cfc9d000-cfc9e000 r--p 00000000 07:e0 36                                 /apex/com.android.vndk.v31/lib/android.hardware.graphics.common@1.1.so
cfca0000-cfcd0000 rw-p 00000000 00:00 0 
cfcd0000-cfcdc000 r--p 00000000 07:e0 78                                 /apex/com.android.vndk.v31/lib/libbase.so
cfcdc000-cfcf9000 r-xp 0000b000 07:e0 78                                 /apex/com.android.vndk.v31/lib/libbase.so
cfcf9000-cfcfa000 r--p 00027000 07:e0 78                                 /apex/com.android.vndk.v31/lib/libbase.so
cfcfa000-cfcfb000 rw-p 00027000 07:e0 78                                 /apex/com.android.vndk.v31/lib/libbase.so
cfd10000-cfd19000 r--p 00000000 07:e0 39                                 /apex/com.android.vndk.v31/lib/android.hardware.graphics.mapper@2.1.so
cfd19000-cfd1f000 r-xp 00008000 07:e0 39                                 /apex/com.android.vndk.v31/lib/android.hardware.graphics.mapper@2.1.so
cfd1f000-cfd21000 r--p 0000d000 07:e0 39                                 /apex/com.android.vndk.v31/lib/android.hardware.graphics.mapper@2.1.so
cfd21000-cfd22000 rw-p 0000e000 07:e0 39                                 /apex/com.android.vndk.v31/lib/android.hardware.graphics.mapper@2.1.so
cfd40000-cfd73000 r--p 00000000 07:e0 83                                 /apex/com.android.vndk.v31/lib/libc++.so
cfd73000-cfdb2000 r-xp 00032000 07:e0 83                                 /apex/com.android.vndk.v31/lib/libc++.so
cfdb2000-cfdb6000 r--p 00070000 07:e0 83                                 /apex/com.android.vndk.v31/lib/libc++.so
cfdb6000-cfdb7000 rw-p 00073000 07:e0 83                                 /apex/com.android.vndk.v31/lib/libc++.so
cfdb7000-cfdb8000 rw-p 00000000 00:00 0                                  [anon:.bss]
cfdc9000-cfdd2000 r--p 00000000 07:e0 147                                /apex/com.android.vndk.v31/lib/libutils.so
cfdd2000-cfddc000 r-xp 00008000 07:e0 147                                /apex/com.android.vndk.v31/lib/libutils.so
cfddc000-cfddd000 r--p 00011000 07:e0 147                                /apex/com.android.vndk.v31/lib/libutils.so
cfddd000-cfdde000 rw-p 00011000 07:e0 147                                /apex/com.android.vndk.v31/lib/libutils.so
cfe07000-cfe09000 r--p 00000000 fd:00 1253                               /system/framework/oat/arm/android.test.base.odex
cfe09000-cfe0a000 rw-p 00000000 fd:00 1254                               /system/framework/oat/arm/android.test.base.vdex
cfe0a000-cfe0b000 r--p 00002000 fd:00 1253                               /system/framework/oat/arm/android.test.base.odex
cfe0b000-cfe0c000 rw-p 00003000 fd:00 1253                               /system/framework/oat/arm/android.test.base.odex
cfe1a000-cfe4a000 rw-p 00000000 00:00 0 
cfe4a000-cfe4c000 r--p 00000000 fd:00 1251                               /system/framework/oat/arm/android.hidl.manager-V1.0-java.odex
cfe4c000-cfe4d000 rw-p 00000000 fd:00 1252                               /system/framework/oat/arm/android.hidl.manager-V1.0-java.vdex
cfe4d000-cfe4e000 r--p 00002000 fd:00 1251                               /system/framework/oat/arm/android.hidl.manager-V1.0-java.odex
cfe4e000-cfe4f000 rw-p 00003000 fd:00 1251                               /system/framework/oat/arm/android.hidl.manager-V1.0-java.odex
cfe6b000-cfeb9000 r--s 00000000 fd:00 2552                               /system/usr/hyphen-data/hyph-hu.hyb
cfeb9000-cfebb000 r--p 00000000 fd:00 1249                               /system/framework/oat/arm/android.hidl.base-V1.0-java.odex
cfebb000-cfebc000 rw-p 00000000 fd:00 1250                               /system/framework/oat/arm/android.hidl.base-V1.0-java.vdex
cfebc000-cfebd000 r--p 00002000 fd:00 1249                               /system/framework/oat/arm/android.hidl.base-V1.0-java.odex
cfebd000-cfebe000 rw-p 00003000 fd:00 1249                               /system/framework/oat/arm/android.hidl.base-V1.0-java.odex
cfec0000-d0000000 rw-p 00000000 00:00 0                                  [anon:scudo:primary]
d0018000-d22c1000 r--s 00bb3000 fd:00 1233                               /system/framework/framework-res.apk
d22c1000-d2380000 r--s 02fb4000 fd:00 1233                               /system/framework/framework-res.apk
d2380000-d2440000 rw-p 00000000 00:00 0                                  [anon:scudo:primary]
d2459000-d245d000 r--p 00000000 fd:00 1750                               /system/lib/librs_jni.so
d245d000-d2464000 r-xp 00003000 fd:00 1750                               /system/lib/librs_jni.so
d2464000-d2466000 r--p 00009000 fd:00 1750                               /system/lib/librs_jni.so
d2466000-d2467000 rw-p 0000a000 fd:00 1750                               /system/lib/librs_jni.so
d2483000-d248c000 r--p 00000000 fd:00 1771                               /system/lib/libstagefright_amrnb_common.so
d248c000-d2492000 r-xp 00008000 fd:00 1771                               /system/lib/libstagefright_amrnb_common.so
d2492000-d2493000 r--p 0000d000 fd:00 1771                               /system/lib/libstagefright_amrnb_common.so
d249c000-d24cc000 rw-p 00000000 00:00 0 
d24cc000-d24d4000 r--p 00000000 fd:00 1751                               /system/lib/librtp_jni.so
d24d4000-d24f2000 r-xp 00007000 fd:00 1751                               /system/lib/librtp_jni.so
d24f2000-d24f3000 r--p 00024000 fd:00 1751                               /system/lib/librtp_jni.so
d24f3000-d24f4000 rw-p 00024000 fd:00 1751                               /system/lib/librtp_jni.so
d2516000-d2536000 r--s 00000000 00:11 24702                              /dev/__properties__/u:object_r:zygote_wrap_prop:s0
d2536000-d2537000 r--p 00000000 07:58 24                                 /apex/com.android.tethering/lib/libframework-connectivity-jni.so
d2537000-d253a000 r-xp 00000000 07:58 24                                 /apex/com.android.tethering/lib/libframework-connectivity-jni.so
d253a000-d253b000 r--p 00002000 07:58 24                                 /apex/com.android.tethering/lib/libframework-connectivity-jni.so
d253b000-d253c000 rw-p 00002000 07:58 24                                 /apex/com.android.tethering/lib/libframework-connectivity-jni.so
d2540000-d2543000 r--p 00000000 fd:00 1585                               /system/lib/libaudioeffect_jni.so
d2543000-d2549000 r-xp 00002000 fd:00 1585                               /system/lib/libaudioeffect_jni.so
d2549000-d254a000 r--p 00007000 fd:00 1585                               /system/lib/libaudioeffect_jni.so
d254a000-d254b000 rw-p 00007000 fd:00 1585                               /system/lib/libaudioeffect_jni.so
d2564000-d2588000 r--s 00000000 fd:00 2568                               /system/usr/hyphen-data/hyph-nn.hyb
d2588000-d25b1000 r--p 00000000 fd:00 1696                               /system/lib/libmedia_jni.so
d25b1000-d25f0000 r-xp 00028000 fd:00 1696                               /system/lib/libmedia_jni.so
d25f0000-d25f4000 r--p 00066000 fd:00 1696                               /system/lib/libmedia_jni.so
d25f4000-d25f5000 rw-p 00069000 fd:00 1696                               /system/lib/libmedia_jni.so
d2601000-d260d000 r--p 00000000 fd:00 1702                               /system/lib/libmediadrmmetrics_full.so
d260d000-d2619000 r-xp 0000b000 fd:00 1702                               /system/lib/libmediadrmmetrics_full.so
d2619000-d261b000 r--p 00016000 fd:00 1702                               /system/lib/libmediadrmmetrics_full.so
d261b000-d261c000 rw-p 00017000 fd:00 1702                               /system/lib/libmediadrmmetrics_full.so
d261d000-d2641000 r--s 00000000 fd:00 2566                               /system/usr/hyphen-data/hyph-nb.hyb
d2641000-d2650000 r--p 00000000 fd:00 1715                               /system/lib/libmtp.so
d2650000-d2661000 r-xp 0000e000 fd:00 1715                               /system/lib/libmtp.so
d2661000-d2663000 r--p 0001e000 fd:00 1715                               /system/lib/libmtp.so
d2663000-d2664000 rw-p 0001f000 fd:00 1715                               /system/lib/libmtp.so
d266b000-d268b000 r--s 00000000 00:11 24701                              /dev/__properties__/u:object_r:zygote_config_prop:s0
d268b000-d26ab000 r--s 00000000 00:11 24688                              /dev/__properties__/u:object_r:vndk_prop:s0
d26ab000-d271b000 r--p 00000000 fd:00 1765                               /system/lib/libsonivox.so
d271b000-d271c000 ---p 00000000 00:00 0 
d271c000-d2732000 r-xp 00070000 fd:00 1765                               /system/lib/libsonivox.so
d2732000-d2734000 r--p 00085000 fd:00 1765                               /system/lib/libsonivox.so
d2734000-d2735000 rw-p 00086000 fd:00 1765                               /system/lib/libsonivox.so
d2735000-d273a000 rw-p 00000000 00:00 0                                  [anon:.bss]
d273c000-d275c000 r--s 00000000 00:11 24604                              /dev/__properties__/u:object_r:radio_control_prop:s0
d275c000-d275d000 r--p 00000000 fd:00 1581                               /system/lib/libasyncio.so
d275d000-d275e000 r-xp 00000000 fd:00 1581                               /system/lib/libasyncio.so
d275e000-d275f000 r--p 00000000 fd:00 1581                               /system/lib/libasyncio.so
d2776000-d2799000 r--s 00000000 fd:02 668                                /product/overlay/GoogleConfigOverlay.apk
d2799000-d2830000 r--p 00000000 fd:00 1741                               /system/lib/libprotobuf-cpp-full.so
d2830000-d2914000 r-xp 00096000 fd:00 1741                               /system/lib/libprotobuf-cpp-full.so
d2914000-d291a000 r--p 00179000 fd:00 1741                               /system/lib/libprotobuf-cpp-full.so
d291a000-d291b000 rw-p 0017e000 fd:00 1741                               /system/lib/libprotobuf-cpp-full.so
d291b000-d291c000 rw-p 00000000 00:00 0                                  [anon:.bss]
d2928000-d2929000 ---p 00000000 00:00 0 
d2929000-d2976000 rw-p 00000000 00:00 0                                  [anon:scudo:secondary]
d2976000-d2977000 ---p 00000000 00:00 0 
d2977000-d2979000 r--p 00000000 fd:00 1701                               /system/lib/libmediadrmmetrics_consumer.so
d2979000-d297c000 r-xp 00001000 fd:00 1701                               /system/lib/libmediadrmmetrics_consumer.so
d297c000-d297e000 r--p 00003000 fd:00 1701                               /system/lib/libmediadrmmetrics_consumer.so
d2986000-d298c000 r--p 00000000 fd:00 1766                               /system/lib/libsoundpool.so
d298c000-d2994000 r-xp 00005000 fd:00 1766                               /system/lib/libsoundpool.so
d2994000-d2996000 r--p 0000c000 fd:00 1766                               /system/lib/libsoundpool.so
d2996000-d2997000 rw-p 0000d000 fd:00 1766                               /system/lib/libsoundpool.so
